415;JTEC Pty, Ltd.
416;Matra Communcation
417;HAL Computer Systems
418;Lawrence Berkeley National Laboratory
419;Dale Computer Corporation
420;University of Tuebingen
421;Bytex Corporation
422;Cogwheel, Inc.
423;Lanwan Technologies
424;Thomas-Conrad Corporation
425;TxPort
426;Compex, Inc.
427;Evergreen Systems, Inc.
428;HNV, Inc.
429;UTStarcom Incorporated
430;Canada Post Corporation
431;Open Systems Solutions, Inc.
432;Toronto Stock Exchange
433;Mamakos\TransSys Consulting
434;EICON
435;Jupiter Systems
436;SSTI
437;Grand Junction Networks
438;Pegasus Solutions, Inc.
439;Edward D. Jones and Company
440;Amnet, Inc.
441;Chase Research
442;BMC Software
443;Gateway Communications, Inc.
444;Peregrine Systems
445;Daewoo Telecom
446;Norwegian Telecom Research
447;WilTel
448;Ericsson-Camtec
449;Codex
450;Basis
451;AGE Logic
452;INDE Electronics
453;Isode Limited
454;J.I. Case
455;Trillium
456;Bacchus Inc.
457;MCC
458;Stratus Computer
459;Quotron
460;Beame & Whiteside
461;Cellular Technical Services
462;Shore Microsystems, Inc.
463;Telecommunications Techniques Corp.
464;DNPAP (Technical University Delft)
465;Plexcom, Inc.
466;Tylink
467;Brookhaven Laboratory
468;Computer Communication Systems
469;Norand Corporation
470;MUX-LAP
471;Premisys Communications, Inc
472;Bell South Telecommunications
473;J. Stainsbury PLC
474;Manage Operations
475;Wandel and Goltermann Technologies
476;Vertiv (formerly 'Emerson Computer Power')
477;Network Software Associates
478;Procter and Gamble
479;Meridian Technology Corporation
480;QMS, Inc.
481;Network ExpressTom Jarema
482;LANcity Corporation
483;Dayna Communications, Inc.
484;kn-X Ltd.
485;Sync Research, Inc.
486;PremNet
487;SIAC
488;New York Stock Exchange
489;American Stock Exchange
490;FCR Software, Inc.
491;National Medical Care, Inc.
492;DCS Dialog Communication Systems Aktiengesellschaft Berlin
493;NorTele
494;Madge Networks, Inc.
495;Memotec Communications
496;ON
497;Leap Technology, Inc.
498;General DataComm, Inc.
499;ACE Communications, Ltd.
500;ADP
501;European Agency of Digital Trust (formerly 'Programa SPRITEL')
502;Adacom
503;Metrodata Ltd
504;Ericsson AB - 4G5G (formerly 'Ellemtel Telecommunication Systems Laboratories')
505;Arizona Public Service
506;NETWIZ, Ltd.,
507;Science and Engineering Research Council (SERC)
508;508 Credit Suisse First Boston - Watcher
509;Hadax Electronics Inc.
510;VTKK
511;North Hills Israel Ltd.
512;TECSIEL
513;Bayerische Motoren Werke (BMW) AG
514;CNET Technologies
515;MCI
516;Human Engineering AG (HEAG)
517;FileNet Corporation
518;Kongsberg Gruppen ASA (formerly 'NFT-Ericsson')
519;Dun & Bradstreet
520;Intercomputer Communications
521;Defense Intelligence Agency
522;Telesystems SLW Inc.
523;APT Communications
524;Delta Airlines
525;California Microwave
526;Avid Technology Inc
527;Integro Advanced Computer Systems
528;RPTI
529;Ascend Communications Inc.
530;Eden Computer Systems Inc.
531;Kawasaki-Steel Corp
532;Systems Management Infrasture, Barclays Bank PLC
533;B.U.G., Inc.
534;Eaton Corporation
535;Superconducting Supercollider Lab.
536;Triticom
537;Universal Instruments Corp.
538;Information Resources, Inc.
539;Westell Inc. (formerly 'Kentrox')
540;Crypto AG
541;Infinite Networks, Ltd.
542;Tangram Enterprise Solutions, Inc.
543;Alebra Technologies, Inc.
544;Equinox Systems, Inc.
545;Hayes Microcomputer Products
546;Empire Technologies Inc.
547;Glaxochem, Ltd.
548;Software Professionals, Inc
549;Agent Technology, Inc.
550;Dornier GMBH
551;Telxon Corporation
552;Entergy Corporation
553;GarrettCom, Inc (formerly 'Garrett Communications')
554;Agile Networks, Inc.
555;Larscom
556;Stock Equipment
557;ITT Corporation
558;Universal Data Systems, Inc.
559;Sonix Communications, Ltd.
560;Paul Freeman Associates, Inc.
561;John S. Barnes, Corp.
562;Northern Telecom, Ltd.
563;CAP Debris
564;Telco Systems NAC
565;Tosco Refining Co
566;Russell Info Sys
567;University of Salford
568;NetQuest Corp.
569;Armon Networking Ltd.
570;IA Corporation
571;AU-System Communicaton AB
572;GoldStar Information & Communications, Ltd.
573;SECTRA AB
574;ONEAC Corporation
575;Tree Technologies
576;General Dynamics Mission Systems
577;Geneva Software, Inc.
578;Interlink Computer Sciences, Inc.
579;Bridge Information Systems, Inc.
580;Leeds and Northrup Australia (LNA) Nigel Cook
581;CSG Systems International (formerly 'Intec Telecom Systems')
582;Newport Systems Solutions, Inc.
583;azel Corporation
584;ROBOTIKER
585;PeerLogic Inc.
586;Digital Transmittion Systems
587;Far Point Communications
588;Xircom
589;Mead Data Central
590;Royal Bank of Canada
591;Advantis, Inc.
592;Chemical Banking Corp.
593;Eagle Technology
594;BT
595;Radix BV
596;TAINET Communication System Corp.
597;Comtek Services Inc.
598;Fair Isaac Corporation
599;AST Research Inc.
600;Soft*Star s.r.l. Ing. Enrico Badella
601;Bancomm
602;Trusted Information Systems, Inc.
603;Harris & Jeffries, Inc.
604;Axel Technology Corp.
605;NetTest Inc.
606;CAP debis
607;Lachman Technology, Inc.
608;Galcom Networking Ltd.
609;BAZIS
610;SYNAPTEL
611;Investment Management Services, Inc.
612;Taiwan Telecommunication Lab
613;Anagram Corporation
614;Univel
615;University of California, San Diego
616;CompuServe
617;Telstra - OTC Australia
618;Westinghouse Electric Corp.
619;DGA Ltd.
620;Elegant Communications Inc.
621;Experdata
622;Unisource Business Networks Sweden AB
623;Molex, Inc.
624;Quay Financial Software
625;VMX Inc.
626;Hypercom, Inc.
627;University of Guelph
628;DIaLOGIKa
629;NBASE Switch Communication
630;Anchor Datacomm B.V.
631;PACDATA
632;University of Colorado
633;Tricom Communications Limited
634;Santix Software GmbH
635;Encore Networks, Inc.
636;Georgia Institute of Technology
637;Alcatel-Lucent (formerly 'Alcatel Data Network')
638;GTECH
639;UNOCAL Corporation
640;First Pacific Network
641;Lexmark International
642;Qnix Computer
643;Jigsaw Software Concepts (Pty) Ltd.
644;Eastern Research Inc.
645;nsgdata.com Inc
646;SEIKO Communication Systems, Inc.
647;Unified Management
648;RADLINX Ltd.
649;Microplex Systems Ltd.
650;Trio Information Systems AB
651;Phoenix Microsystems
652;Distributed Systems International, Inc.
653;Evolving Systems, Inc.
654;SAT GmbH
655;CeLAN Technology, Inc.
656;Landmark Systems Corp.
657;Netone Systems Co., Ltd.
658;Loral Data Systems
659;Cellware Broadband Technology
660;MuSys Corporation
661;IMC Networks Corp.
662;Octel Communications Corp.
663;RIT Technologies Ltd.
664;Adtran
665;Netvion, Inc.
666;Oki Electric Industry Co., Ltd.
667;Specialix International
668;INESC (Instituto de Engenharia de Sistemas e Computadores)
669;Globalnet Communications
670;Product Line Engineer SVEC Computer Corp.
671;Printer Systems Corp.
672;Contec Micro Electronics USA
673;Unix Integration Services
674;Dell Inc.
675;Whittaker Electronic Systems
676;QPSX Communications
677;Loral WDl
678;Federal Express Corp.
679;E-COMMS Inc.
680;Software Clearing House
681;Antlow Computers Ltd.
682;Emcom Corp.
683;Extended Systems, Inc.
684;Sola Electric
685;Esix Systems, Inc.
686;3M/MMM
687;Cylink Corp.
688;Znyx Advanced Systems Division, Inc.
689;Texaco, Inc.
690;McCaw Cellular Communication Corp.
691;ASP Computer Product Inc.
692;HiPerformance Systems
693;Regionales Rechenzentrum Erlangen
694;SAP AG
695;ElectroSpace System Inc.
696;( Unassigned )
697;MultiPort Corporation
698;Combinet, Inc.
699;TSCC
700;Teleos Communications Inc.
701;Alta Research
702;Independence Blue Cross
703;ADACOM Station Interconnectivity Ltd.
704;MIROR Systems
705;Merlin Gerin
706;Owen-Corning Fiberglas
707;Talking Networks Inc.
708;Cubix Corporation
709;Formation Inc.
710;Lannair Ltd.
711;LightStream Corp.
712;LANart Corp.
713;University of Stellenbosch
714;Wyse Technology
715;DSC Communications Corp.
716;NetEc
717;Breltenbach Software Engineering GmbH
718;Victor Company of Japan,Limited
719;Japan Direx Corporation
720;NECSY Network Control Systems S.p.A. Piero Fiozzo
721;ISDN Systems Corp.
722;Zero-One Technologies, Ltd.
723;Radix Technologies, Inc.
724;National Institute of Standards and Technology
725;Digital Technology Inc.
726;Castelle Corp.
727;Memotec Inc.
728;Showa Electric Wire & Cable Co., Ltd.
729;SpectraGraphics
730;Connectware Inc.
731;Wind River Systems
732;RADWAY International Ltd.
733;System Management ARTS, Inc.
734;Persoft, Inc.
735;Xnet Technology Inc.
736;Unison-Tymlabs
737;Micro-Matic Research
738;B.A.T.M. Advance Technologies
739;University of Copenhagen
740;Network Security Systems, Inc.
741;JNA Telecommunications
742;Encore Computer Corporation
743;Central Intelligence Agency
744;ISC (GB) Limited
745;Digital Communication Associates
746;CyberMedia Inc.
747;Distributed Systems International, Inc.
748;Peter Radig
749;Vicorp Interactive Systems
750;Inet Inc.
751;Argonne National Lab
752;Teklogix
753;North Western University
754;Astarte Fiber Networks
755;Diederich & Associates, Inc.
756;Florida Power Corporation
757;Ingres Corporation
758;Open Network Enterprise
759;The Home Depot
760;Pan Dacom Telekommunikations
761;NetTek
762;Karlnet Corp.
763;Efficient Networks, Inc.
764;Fiberdata
765;Lanser
766;Ericsson Denmark A/S, Telebit Division
767;QoSCom
768;Network Computing Inc.
769;Walgreens Company
770;Internet Initiative Japan Inc.
771;GP van Niekerk Ondernemings
772;Queen's University Belfast
773;Securities Industry Automation Corporation
774;SYNaPTICS
775;Data Switch Corporation
776;Telindus Distribution
777;MAXM Systems Corporation
778;Fraunhofer Gesellschaft
779;EQS Business Services
780;CNet Technology Inc.
781;Datentechnik GmbH
782;Network Solutions, LLC
783;Viaman Software
784;Schweizerische Bankgesellschaft Zuerich
785;University of Twente - TIOS
786;Simplesoft Inc.
787;Stony Brook, Inc.
788;Unified Systems Solutions, Inc.
789;Network Appliance Corporation
790;Ornet Data Communication Technologies Ltd.
791;Computer Associates International
792;Wireless Incorporated
793;NYNEX Science & Technology
794;Commercial Link Systems
795;Adaptec Inc.
796;Softswitch
797;Link Technologies, Inc.
798;IIS
799;Mobile Solutions Inc.
800;Xylan Corp.
801;Airtech Software Forge Limited
802;National Semiconductor
803;Video Lottery Technologies
804;National Semiconductor Corp
805;Applications Management Corp
806;Travelers Insurance Company
807;Taiwan International Standard Electronics Ltd.
808;US Patent and Trademark Office Rick
809;Hynet, Ltd.
810;Aydin, Corp.
811;ADDTRON Technology Co., Ltd.
812;Fannie Mae
813;MultiNET Services
814;GECKO mbH
815;Memorex Telex
816;Advanced Communications Networks (ACN) SA
817;Telekurs AG
818;IMV Victron bv
819;CF6 Company
820;Walker Richer and Quinn Inc.
821;Saturn Systems
822;Mitsui Marine and Fire Insurance Co. Ltd.
823;Loop Telecommunication International, Inc.
824;Telenex Corporation
825;Bus-Tech, Inc.
826;ATRIE
827;Gallagher & Robertson A/S
828;Networks Northwest, Inc.
829;Conner Peripherials
830;Elf Antar France
831;Lloyd Internetworking
832;Datatec Industries, Inc.
833;TAICOM
834;Brown's Operating System Services Ltd.
835;MiLAN Technology Corp.
836;NetEdge Systems, Inc.
837;NetFrame Systems
838;Xedia Corporation
839;Pepsi
840;Tricord Systems, Inc.
841;Proxim Wireless, Inc
842;Applications Plus, Inc.
843;Pacific Bell
844;Scorpio Communications
845;TPS-Teleprocessing Systems
846;Technology Solutions Company
847;Computer Site Technologies
848;NetPort Software
849;Alon Systems
850;Tripp Lite
851;NetComm Limited
852;Precision Systems, Inc.(PSI)
853;Objective Systems Integrators
854;Simpact, Inc.
855;Systems Enhancement Corporation
856;Information Integration, Inc.
857;CETREL S.C.
858;Platinum Technology, Inc.
859;Olivetti North America
860;WILMA
861;Thomson Financial
862;Total Peripherals Inc.
863;SunNetworks Consultant
864;Arkhon Technologies, Inc.
865;Computer Sciences Corporation
866;Philips Communication d'Entreprise Claude Lubin
867;Katron Technologies Inc.
868;Transition Engineering Inc.
869;Altos Engineering Applications, Inc.
870;Nicecom Ltd.
871;Fiskars/Deltec
872;AVM GmbH
873;Comm Vision
874;Institute for Information Industry
875;Legent Corporation
876;Network Automation
877;EView Technology
878;Coman Data Communications Ltd.
879;Skattedirektoratet
880;Client-Server Technologies
881;Societe Internationale de Telecommunications Aeronautiques
882;Maximum Strategy Inc.
883;Integrated Systems, Inc.
884;E-Systems
885;RELTEC Corporation
886;Summa Four Inc.
887;J & L Information Systems
888;Forest Computer Inc.
889;Palindrome Corp.
890;ZyXEL Communications Corp.
891;Network Managers (UK) Ltd,
892;Sensible Office Systems Inc.
893;Informix Software
894;Dynatek Communications
895;Versalynx Corp.
896;Potomac Scheduling Communications Company
897;Sybase, Inc
898;DiviCom Inc.
899;Datus elektronische Informationssysteme GmbH
900;Matrox Electronic Systems Limited
901;Digital Products, Inc.
902;Scitex Corp.Ltd.
903;RAD Vision
904;Tran Network Systems
905;Scorpion Logic
906;Inotech Inc.Eric Jacobs
907;Controlled Power Co.
908;ABB Inc. (formerly 'Elsag Bailey Incorporated')
909;J.P. Morgan
910;Clear Communications Corp.
911;General Technology Inc.
912;Adax Inc.
913;Mtel Technologies, Inc.
914;Underscore, Inc.
915;SerComm Corp.
916;Allegiance Corporation
917;Tellus Technology
918;Continuous Electron Beam Accelerator Facility
919;Canoga Perkins
920;R.I.S Technologies
921;INFONEX Corp.
922;WordPerfect Corp.
923;NRaD
924;Hong Kong Telecommunications Ltd.
925;Signature Systems
926;Alpha Technologies, Inc.
927;PairGain Technologies, Inc.
928;Sonic Systems
929;Steinbrecher Corp.
930;Centillion Networks, Inc.
931;Network Communication Corp.
932;Sysnet A.S.
933;Telecommunication Systems Lab
934;QMI
935;Phoenixtec Power Co., Ltd.
936;Hirakawa Hewtech Corp.
937;No Wires Needed B.V.
938;Primary Access
939;FD Software AS
940;g.a.m.s. edv-dienstleistungen
941;Nemesys Research Ltd.
942;Pacific Communication Sciences, Inc.
943;Level One Communications, Inc.
944;Intellimon Software, LLC.
945;Accenture (formerly 'Andersen Consulting')
946;Bay Technologies Pty Ltd.
947;Integrated Network Corp.
948;CyberPro International
949;Wang Laboratories Inc.
950;Polaroid Corp.
951;Sunrise Sierra
952;Silcon Group
953;Coastcom
954;4th DIMENSION SOFTWARE Ltd.
955;SEIKO SYSTEMS Inc.
956;PERFORM
957;TV/COM International
958;Network Integration, Inc.
959;Sola Electric, A Unit of General Signal
960;Gradient Technologies, Inc.
961;Tokyo Electric Co., Ltd.
962;Codonics, Inc.
963;Delft Technical University
964;Carrier Access Corp.
965;eoncorp
966;Naval Undersea Warfare Center
967;AWA Limited
968;Distinct Corp.
969;National Technical University of Athens
970;BGS Systems, Inc.
971;AT&T Wireless (McCaw Wireless Data)
972;Bekaert
973;Epic Data Inc.
974;Prodigy Services Co.
975;First Pacific Networks (FPN)
976;Xylink Ltd.
977;Relia Technologies Corp.
978;Legacy Storage Systems Inc.
979;Digicom, SPA
980;Ark Telecom
981;National Security Agency (NSA)
982;Southwestern Bell Corporation (AT&T) (formerly 'Southwestern Bell Corporation')
983;Virtual Design Group, Inc.
984;Rhone Poulenc
985;Swiss Bank Corporation
986;ATEA N.V.
987;Computer Communications Specialists, Inc.
988;Object Quest, Inc.
989;DCL System International, Ltd.
990;SOLITON SYSTEMS K.K.
991;U S Software
992;Systems Research and Applications Corporation
993;University of Florida
994;Dantel, Inc.
995;Multi-Tech Systems, Inc.
996;Softlink Ltd.
997;ProSum
998;March Systems Consultancy, Ltd.
999;Hong Technology, Inc.
1000;Internet Assigned Numbers Authority
1001;PECO Energy Co.
1002;United Parcel Service
1003;Storage Dimensions, Inc.
1004;ITV Technologies, Inc.
1005;TCPSI
1006;Promptus Communications, Inc.
1007;Norman Data Defense Systems
1008;Pilot Network Services, Inc.
1009;Integrated Systems Solutions Corporation
1010;SISRO
1011;NetVantage
1012;Marconi
1013;SURECOM
1014;Royal Hong Kong Jockey Club
1015;Gupta
1016;Tone Software Corporation
1017;Opus Telecom
1018;Cogsys Ltd.
1019;Komatsu, Ltd.
1020;ROI Systems, Inc
1021;Lightning Instrumentation SA
1022;TimeStep Corp.
1023;INTELSAT
1024;Network Research Corporation Japan, Ltd.
1025;Relational Development, Inc.
1026;Emerald Systems, Corp.
1027;Mitel, Corp.
1028;Software AG
1029;MillenNet, Inc.
1030;NK-EXA Corp.
1031;BMC Software
1032;StarFire Enterprises, Inc.
1033;Hybrid Networks, Inc.
1034;Quantum Software GmbH
1035;Openvision Technologies Limited
1036;Healthcare Communications, Inc.(HCI)
1037;SAIT Systems
1038;SAGEMCOM SAS
1039;CompuSci Inc.
1040;Aim Technology
1041;CIESIN
1042;Systems & Technologies International
1043;Israeli Electric Company (IEC) Yoram Harlev
1044;Phoenix Wireless Group, Inc.
1045;SWL
1046;nCUBE
1047;Cerner, Corp.
1048;Andersen Consulting
1049;Windstream Communications
1050;Acer
1051;Cedros
1052;AirAccess
1053;Expersoft Corporation
1054;Eskom
1055;SBE, Inc.
1056;SS8
1057;American Computer and Electronics, Corp.
1058;Syndesis Limited
1059;Isis Distributed Systems, Inc.
1060;Priority Call Management
1061;Koelsch & Altmann GmbH
1062;WIPRO INFOTECH Ltd.
1063;Controlware
1064;Mosaic Software
1065;Canon Information Systems
1066;AOL Inc.
1067;Whitetree Network Technologies, Inc.
1068;Northrop Grumman / Xetron
1069;Target Concepts, Inc.
1070;DMH Software
1071;Innosoft International, Inc.
1072;Controlware GmbH
1073;Telecommunications Industry Association (TIA) Mike
1074;Boole & Babbage
1075;System Engineering Support, Ltd.
1076;SURFnet
1077;OpenConnect Systems, Inc.
1078;PDTS (Process Data Technology and Systems)
1079;Cornet, Inc.
